feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37
-448.4297180175781,86.30355072021484,1.2608425617218018,27.454458236694336,-2.51509165763855,-1.5066184997558594,-9.017072677612305,-11.423709869384766,-8.367600440979004,-11.835795402526855,-3.9060137271881104,-9.072990417480469,-11.52274227142334,188.59161376953125,63.366180419921875,43.70029830932617,23.399608612060547,23.268754959106445,16.709293365478516,16.702754974365234,19.28313636779785,17.43932342529297,16.295719146728516,11.731741905212402,12.123634338378906,14.69792366027832,12.09093189239502,12.043562889099121,0.09301075268817205,0.12784875301629092,1397.534179420709,1037.5345607246106,1436.7165789393193,593.2097455417716,2663.8709677419356,1982.175969672856,1.1083917617797852,1.8831355571746826
-456.7580871582031,73.7640151977539,10.017258644104004,17.507246017456055,4.806774139404297,0.9482532739639282,-22.592304229736328,-10.13199520111084,-8.136476516723633,6.566956043243408,-6.075098514556885,-2.1521942615509033,6.12670373916626,104.77288055419922,73.26114654541016,30.953039169311523,27.386445999145508,25.44108009338379,17.425243377685547,21.516681671142578,19.015316009521484,16.91469383239746,11.702509880065918,13.552858352661133,14.204310417175293,11.121699333190918,3.5713913440704346,9.1505708694458,0.1720788043478261,0.20895447254807872,1847.2319320092504,1495.6041639264179,1452.8871372182953,545.3514634776267,3186.9565217391305,2132.662012363705,0.8753849864006042,0.9470477104187012
-462.0953674316406,102.53130340576172,4.803537845611572,10.735784530639648,2.6216683387756348,13.213628768920898,-3.159804344177246,-1.2724510431289673,-6.938990116119385,0.31303277611732483,-0.49878397583961487,0.9385884404182434,-4.649239540100098,167.73817443847656,76.49800872802734,32.23899841308594,18.108144760131836,25.705764770507812,14.766891479492188,17.550825119018555,14.852717399597168,16.813474655151367,10.537859916687012,11.14619255065918,13.111039161682129,10.27193832397461,6.984231948852539,12.035768508911133,0.08964383561643835,0.09422726387050047,1369.167633334937,853.109126696382,1489.3153525511032,608.1194774099944,2776.5479452054797,1872.9492166765235,0.7669714689254761,1.0747073888778687
-483.2333679199219,66.05326080322266,-2.3049914836883545,35.111366271972656,-10.500064849853516,-5.819680213928223,-8.474136352539062,-1.6715642213821411,-4.665016174316406,-12.84560489654541,-1.782021164894104,1.7917399406433105,-1.468334674835205,167.3020477294922,56.81526565551758,35.29048538208008,30.09140968322754,27.914457321166992,13.985427856445312,18.7056827545166,15.925042152404785,14.883152961730957,15.375999450683594,9.561627388000488,12.201277732849121,9.501288414001465,3.916186809539795,7.275395393371582,0.15625486381322956,0.17035099444684246,1945.1030961946174,1163.5134583246975,1672.8233851263267,448.34282536579025,3772.7626459143967,1565.4396562001023,0.7430711984634399,1.1033799648284912
-396.4046630859375,85.46550750732422,-11.11314582824707,39.457759857177734,-0.0003501490573398769,2.872641086578369,-19.98539924621582,-1.9073443412780762,-19.736751556396484,-7.087063789367676,-17.051673889160156,-7.118795394897461,-7.3375701904296875,141.92567443847656,70.23086547851562,34.086647033691406,31.135732650756836,21.995071411132812,18.208938598632812,22.629430770874023,13.564452171325684,19.380041122436523,14.736659049987793,14.219738960266113,12.775920867919922,10.087440490722656,11.02549934387207,13.321439743041992,0.13860902255639096,0.14104834182160225,1699.0313848375542,1097.1038375730495,1454.2308703816109,513.7650184437084,3197.4436090225563,1765.4732284869876,0.8292275071144104,1.0435733795166016
-458.96234130859375,70.76031494140625,-9.819079399108887,17.810659408569336,-13.224794387817383,2.3436124324798584,-11.509560585021973,-5.246897220611572,-8.083257675170898,-6.5682196617126465,-17.49516487121582,-9.518601417541504,-9.833734512329102,157.5369873046875,67.22999572753906,32.291690826416016,31.665651321411133,25.01685333251953,15.09017562866211,18.28447723388672,14.090574264526367,14.867226600646973,12.87221622467041,17.842361450195312,14.185054779052734,12.440753936767578,6.982628345489502,11.324315071105957,0.09311335403726707,0.13962277387002583,1475.9520125664346,967.2382535437432,1561.0403420216455,581.8614479334922,3074.5341614906833,1795.118276803782,0.7174306511878967,1.0274633169174194
-395.5418395996094,88.2367935180664,-3.882509708404541,20.642793655395508,0.6512789130210876,19.219228744506836,-7.451415061950684,3.91753888130188,-1.6885126829147339,8.910675048828125,0.6898419857025146,1.976943016052246,-8.015392303466797,125.09893035888672,86.01262664794922,36.141746520996094,20.164993286132812,30.373628616333008,17.802688598632812,17.361371994018555,13.169049263000488,16.335525512695312,13.51172924041748,10.799613952636719,14.3131685256958,10.760167121887207,5.211203098297119,12.545150756835938,0.17825117370892019,0.19168259552760616,1854.8131058464155,1381.7891359749403,1445.957122486839,564.8334932237145,3264.788732394366,2158.9567941332393,0.9231289625167847,1.1328914165496826
-481.2801513671875,69.33789825439453,-5.146146297454834,38.88746643066406,-13.208822250366211,-3.5781006813049316,-11.51292896270752,0.3074568808078766,-7.322779655456543,-11.368550300598145,-4.200444221496582,3.989753246307373,-4.350792407989502,165.35205078125,52.86201858520508,34.209136962890625,29.82908821105957,28.78234100341797,13.657109260559082,19.54231834411621,14.871932029724121,16.697114944458008,15.212285995483398,11.018046379089355,13.145242691040039,10.70238208770752,4.3122992515563965,8.089439392089844,0.1362354085603113,0.16459198471085631,1633.2176618265007,1130.7967337244286,1414.962754435589,335.1234534347064,2969.182879377432,1571.2820713920498,0.7241975665092468,1.0857479572296143
-548.4102783203125,71.48055267333984,8.28619384765625,18.29620933532715,2.3666646480560303,11.78124713897705,-3.3514037132263184,-0.33377206325531006,-1.826728343963623,5.821037292480469,-1.759875774383545,-1.3332666158676147,2.0758864879608154,184.3872528076172,89.6280288696289,23.8876953125,23.05885887145996,19.52549171447754,14.211333274841309,16.14170265197754,14.861716270446777,12.007537841796875,11.529361724853516,12.213058471679688,9.563214302062988,11.188994407653809,4.799439907073975,10.532540321350098,0.10987660944206008,0.1558177869697282,1494.5317057853058,1092.507459586982,1591.2270034528772,575.9450919736056,3043.6909871244634,1788.64230975239,0.6128925085067749,1.0668338537216187
-492.7950439453125,59.260162353515625,11.102144241333008,31.517976760864258,-6.216915607452393,1.702697515487671,-3.8982298374176025,-4.006390571594238,-5.969999313354492,-4.400251865386963,-0.5022381544113159,0.0614662691950798,-1.017932415008545,159.51385498046875,62.01676940917969,28.57863998413086,28.029184341430664,29.541669845581055,14.967792510986328,21.185016632080078,19.19308853149414,15.392407417297363,15.079514503479004,12.746837615966797,12.90904712677002,9.665449142456055,9.034221649169922,15.8138427734375,0.12052036199095024,0.1688469367413214,1775.536886642824,1234.1406953100875,1723.5343082371867,524.5635570778544,3656.289592760181,1752.210959460297,0.731336772441864,0.9434495568275452
-518.4257202148438,64.19437408447266,4.607912063598633,20.5614070892334,7.041508674621582,-0.37916016578674316,-9.291608810424805,-13.812376022338867,3.6877408027648926,-2.611614465713501,-6.227339744567871,2.2605020999908447,-1.5052241086959839,158.97967529296875,64.69375610351562,30.28135108947754,26.191030502319336,16.374094009399414,19.41710090637207,17.7930908203125,24.369325637817383,10.82077407836914,12.430429458618164,11.369057655334473,9.3182954788208,10.24931812286377,4.972701549530029,10.447178840637207,0.1938666666666667,0.14834211209977502,2139.518209033204,1110.3961476704126,1772.2318847211861,544.2175677753885,4056.266666666667,1961.8798966524146,0.6474365592002869,0.866418182849884
-486.804931640625,119.82762908935547,-4.298081874847412,18.02735137939453,12.703744888305664,1.2411311864852905,-1.7211323976516724,-0.8826153874397278,-7.222437381744385,3.211561679840088,5.76314115524292,0.44642406702041626,-4.128166198730469,181.80238342285156,85.07039642333984,39.7751350402832,18.075613021850586,21.3861141204834,19.336862564086914,21.48598289489746,14.509204864501953,17.883588790893555,12.887523651123047,9.183038711547852,10.492435455322266,10.19337272644043,6.9673380851745605,11.582324981689453,0.06101851851851852,0.03899702777883195,987.9677087045859,425.4104094658731,1241.621342902165,572.512307708663,2015.7037037037037,1162.1904865482766,0.638421356678009,0.9692449569702148
-461.19915771484375,56.683345794677734,0.19111274182796478,22.118934631347656,-18.590316772460938,-5.0696234703063965,-12.207712173461914,-3.6942524909973145,-7.808750152587891,-7.923465728759766,-4.426551342010498,-4.908084392547607,-4.415262222290039,175.76373291015625,53.02739715576172,32.55177307128906,32.325923919677734,32.712074279785156,16.839834213256836,19.353540420532227,13.60875129699707,16.736679077148438,13.641581535339355,11.246950149536133,15.379288673400879,11.372320175170898,6.097592353820801,10.463123321533203,0.18446691176470587,0.15745452135418203,2178.683908000719,1101.06728262007,1789.338862335674,469.7764487452878,4181.985294117647,1710.6901427463768,0.7989552617073059,0.9555463790893555
-514.5333862304688,94.34893798828125,6.655611515045166,23.970766067504883,0.9061545133590698,-0.6285058259963989,2.505497694015503,-0.26111650466918945,2.249006748199463,-5.557469844818115,-3.440335988998413,2.0199458599090576,1.5876762866973877,153.7464141845703,57.4442253112793,34.270774841308594,23.561941146850586,21.11433219909668,19.736547470092773,13.865854263305664,16.180601119995117,14.553424835205078,14.36302661895752,13.19429874420166,12.96082592010498,8.838921546936035,4.0748701095581055,10.794442176818848,0.08432926829268292,0.08097048429084436,1377.6125106996408,694.8874239220569,1571.9122987072133,539.1408602432522,2956.0975609756097,1538.2709299393557,0.7886463403701782,1.2781050205230713
-454.6464538574219,96.82598114013672,7.5448174476623535,42.682186126708984,1.1924482583999634,3.784226894378662,6.3291802406311035,-4.194945812225342,-3.9091172218322754,1.6609468460083008,-10.052401542663574,6.246906757354736,-7.8093342781066895,155.09356689453125,78.47161865234375,38.30315017700195,31.191085815429688,27.04570770263672,21.375972747802734,17.123455047607422,15.986749649047852,12.028840065002441,13.405567169189453,13.251294136047363,11.085573196411133,10.213943481445312,4.643769264221191,6.980913162231445,0.12094093406593405,0.15619144159907689,1536.979616521589,1153.6456022485029,1431.8006506879433,476.1720375344372,2914.3956043956046,1821.7246440288382,0.8040996193885803,0.9558678269386292
